txn_id,amount,merchant,settle_date
TXN_000565,499.57,Café Coffee Day,2024-11-16
TXN_000566,367.05,Uber,2024-11-18
TXN_000567,134.85,Café Coffee Day,2024-11-16
TXN_000568,371.57,Indian Oil Petrol Pump,2024-11-16
TXN_000569,86.28,Amazon India,2024-11-16
TXN_000570,433.93,Uber,2024-11-18
TXN_000571,347.8,Amazon India,2024-11-17
TXN_000572,346.7,Blue Tokai Coffee,2024-11-18
TXN_000573,133.73,Netflix India,2024-11-17
TXN_000574,90.09,Café Coffee Day,2024-11-17
TXN_000575,42.65,Blue Tokai Coffee,2024-11-17
TXN_000576,315.45,Blue Tokai Coffee,2024-11-18
TXN_000577,34.63,Café Coffee Day,2024-11-18
TXN_000578,279.45,Amazon India,2024-11-18
UNKNOWN_197523,349.21,PVR Cinemas,2024-11-18
TXN_000580,124.44,Netflix India,2024-11-18
TXN_000581,391.44,Amazon India,2024-11-16
TXN_000582,482.73,PVR Cinemas,2024-11-16
TXN_000583,354.8,Indian Oil Petrol Pump,2024-11-16
TXN_000584,260.87,Indian Oil Petrol Pump,2024-11-16
TXN_000585,200.09,PVR Cinemas,2024-11-16
TXN_000586,381.61,Uber,2024-11-18
TXN_000587,299.47,MakeMyTrip,2024-11-16
TXN_000588,312.13,PVR Cinemas,2024-11-18
TXN_000589,9.65,Blue Tokai Coffee,2024-11-17
TXN_000590,469.85,Blue Tokai Coffee,2024-11-17
TXN_000591,408.6,Uber,2024-11-18
TXN_000592,305.26,Amazon India,2024-11-18
TXN_000593,131.25,PVR Cinemas,2024-11-16
TXN_000594,22.17,Amazon India,2024-11-16
TXN_000595,288.21,Amazon India,2024-11-16
TXN_000596,40.22,Café Coffee Day,2024-11-16
TXN_000597,480.98,BookMyShow,2024-11-16
TXN_000598,313.63,Indian Oil Petrol Pump,2024-11-16
TXN_000599,227.65,Café Coffee Day,2024-11-17
TXN_000600,69.23,Amazon India,2024-11-18
TXN_000601,129.96,Blue Tokai Coffee,2024-11-16
TXN_000602,126.89,Amazon India,2024-11-17
TXN_000603,55.47,Uber,2024-11-18
UNKNOWN_137474,415.25,BookMyShow,2024-11-18
TXN_000605,149.47,MakeMyTrip,2024-11-16
TXN_000606,361.74,Netflix India,2024-11-17
TXN_000607,90.15,Amazon India,2024-11-18
TXN_000608,264.48,DMart,2024-11-18
TXN_000609,41.43,MakeMyTrip,2024-11-16
TXN_000610,58.44,Café Coffee Day,2024-11-17
TXN_000611,65.13,Uber,2024-11-17
TXN_000612,196.49,MakeMyTrip,2024-11-16
TXN_000613,389.42,Uber,2024-11-18
TXN_000614,277.07,Uber,2024-11-16
TXN_000615,362.21,Netflix India,2024-11-18
TXN_000616,350.1,DMart,2024-11-17
TXN_000617,13.63,MakeMyTrip,2024-11-18
TXN_000618,242.25,Amazon India,2024-11-18
TXN_000619,130.39,Amazon India,2024-11-17
TXN_000620,140.74,Flipkart,2024-11-17
TXN_000621,354.73,MakeMyTrip,2024-11-16
TXN_000622,481.46,Netflix India,2024-11-17
TXN_000623,358.42,BookMyShow,2024-11-18
TXN_000624,444.63,Amazon India,2024-11-18
TXN_000625,227.86,Uber,2024-11-17
TXN_000626,88.95,Amazon India,2024-11-18
TXN_000627,381.41,PVR Cinemas,2024-11-16
TXN_000628,68.59,DMart,2024-11-18
TXN_000629,346.27,Blue Tokai Coffee,2024-11-17
TXN_000630,120.79,Flipkart,2024-11-18
TXN_000631,437.45,DMart,2024-11-16
TXN_000632,316.51,Blue Tokai Coffee,2024-11-17
TXN_000633,13.29,BookMyShow,2024-11-17
TXN_000634,5.61,Flipkart,2024-11-16
TXN_000635,132.98,PVR Cinemas,2024-11-16
UNKNOWN_421305,453.68,Café Coffee Day,2024-11-18
TXN_000637,184.75,Uber,2024-11-16
TXN_000638,214.14,PVR Cinemas,2024-11-17
TXN_000639,154.99,BookMyShow,2024-11-16
TXN_000640,155.36,Flipkart,2024-11-18
TXN_000641,497.92,MakeMyTrip,2024-11-17
TXN_000642,299.59,Flipkart,2024-11-17
TXN_000643,332.89,Amazon India,2024-11-17
TXN_000644,164.28,DMart,2024-11-16
TXN_000645,261.68,Netflix India,2024-11-18
TXN_000646,354.34,Uber,2024-11-18
TXN_000647,146.59,DMart,2024-11-18
TXN_000648,401.59,Amazon India,2024-11-18
TXN_000649,161.38,BookMyShow,2024-11-18
TXN_000650,192.7,BookMyShow,2024-11-16
TXN_000651,476.28,Indian Oil Petrol Pump,2024-11-17
TXN_000652,250.46,Café Coffee Day,2024-11-17
TXN_000653,70.79,Indian Oil Petrol Pump,2024-11-18
TXN_000654,97.53,Blue Tokai Coffee,2024-11-17
TXN_000655,67.92,BookMyShow,2024-11-17
TXN_000656,386.86,Blue Tokai Coffee,2024-11-17
TXN_000657,366.9,Indian Oil Petrol Pump,2024-11-16
TXN_000658,163.04,Indian Oil Petrol Pump,2024-11-16
TXN_000659,112.4,Flipkart,2024-11-16
TXN_000660,469.66,Netflix India,2024-11-18
TXN_000661,407.54,Uber,2024-11-18
TXN_000662,339.15,Amazon India,2024-11-16
TXN_000663,264.93,MakeMyTrip,2024-11-16
TXN_000664,487.9,Netflix India,2024-11-18
TXN_000665,330.15,Flipkart,2024-11-17
TXN_000666,437.04,BookMyShow,2024-11-16
TXN_000667,245.04,Café Coffee Day,2024-11-18
TXN_000668,136.6,Café Coffee Day,2024-11-17
TXN_000669,79.09,Amazon India,2024-11-17
TXN_000670,468.95,Indian Oil Petrol Pump,2024-11-16
TXN_000671,491.39,Flipkart,2024-11-17
TXN_000672,121.09,Indian Oil Petrol Pump,2024-11-17
TXN_000673,87.32,Indian Oil Petrol Pump,2024-11-16
UNKNOWN_591358,261.83,BookMyShow,2024-11-18
TXN_000675,419.1,Flipkart,2024-11-16
TXN_000676,8.74,Indian Oil Petrol Pump,2024-11-17
TXN_000677,242.36,Amazon India,2024-11-17
TXN_000678,462.38,MakeMyTrip,2024-11-18
TXN_000679,376.4,Indian Oil Petrol Pump,2024-11-18
TXN_000680,240.5,BookMyShow,2024-11-17
TXN_000681,324.95,Netflix India,2024-11-16
TXN_000682,197.25,MakeMyTrip,2024-11-16
TXN_000683,155.82,Blue Tokai Coffee,2024-11-18
UNKNOWN_245838,191.27,Indian Oil Petrol Pump,2024-11-18
TXN_000685,282.58,DMart,2024-11-18
TXN_000686,236.03,MakeMyTrip,2024-11-18
TXN_000687,404.19,DMart,2024-11-16
TXN_000688,191.65,DMart,2024-11-18
TXN_000689,309.1,MakeMyTrip,2024-11-17
TXN_000690,214.49,Amazon India,2024-11-18
TXN_000691,38.13,Uber,2024-11-16
TXN_000692,486.82,Café Coffee Day,2024-11-16
TXN_000693,329.88,PVR Cinemas,2024-11-16
TXN_000694,474.5,Flipkart,2024-11-18
TXN_000695,188.93,Indian Oil Petrol Pump,2024-11-18
TXN_000696,58.73,BookMyShow,2024-11-18
TXN_000697,101.25,Café Coffee Day,2024-11-16
UNKNOWN_114000,225.29,Indian Oil Petrol Pump,2024-11-18
TXN_000699,190.76,PVR Cinemas,2024-11-16
UNKNOWN_423676,61.47,Uber,2024-11-18
TXN_000701,266.38,Uber,2024-11-18
TXN_000702,226.19,MakeMyTrip,2024-11-18
TXN_000703,231.89,BookMyShow,2024-11-17
TXN_000704,337.52,Amazon India,2024-11-18
TXN_000705,372.71,Amazon India,2024-11-18
TXN_000706,105.34,Amazon India,2024-11-16
TXN_000707,446.29,Netflix India,2024-11-17
TXN_000708,157.68,PVR Cinemas,2024-11-17
TXN_000709,421.38,BookMyShow,2024-11-17
TXN_000710,425.65,DMart,2024-11-16
TXN_000711,478.5,Indian Oil Petrol Pump,2024-11-17
TXN_000712,171.8,Uber,2024-11-17
TXN_000714,410.1,Indian Oil Petrol Pump,2024-11-18
TXN_000715,325.1,BookMyShow,2024-11-18
UNKNOWN_630792,471.49,Uber,2024-11-18
TXN_000717,241.99,BookMyShow,2024-11-17
TXN_000718,224.82,DMart,2024-11-17
TXN_000719,377.83,Flipkart,2024-11-18
UNKNOWN_420689,366.51,PVR Cinemas,2024-11-18
TXN_000723,206.32,Netflix India,2024-11-18
TXN_000724,189.35,Café Coffee Day,2024-11-16
TXN_000725,128.5,Blue Tokai Coffee,2024-11-18
TXN_000726,260.63,Uber,2024-11-18
TXN_000727,196.97,Uber,2024-11-16
TXN_000728,353.1,Flipkart,2024-11-16
TXN_000729,254.56,DMart,2024-11-18
TXN_000730,433.43,BookMyShow,2024-11-17
TXN_000731,388.44,Flipkart,2024-11-16
TXN_000732,344.45,Blue Tokai Coffee,2024-11-18
TXN_000733,305.34,Flipkart,2024-11-16
TXN_000734,97.29,Amazon India,2024-11-17
TXN_000735,372.79,Blue Tokai Coffee,2024-11-17
TXN_000736,296.25,Indian Oil Petrol Pump,2024-11-17
TXN_000737,396.47,MakeMyTrip,2024-11-18
TXN_000738,375.7,Indian Oil Petrol Pump,2024-11-18
TXN_000739,295.16,Flipkart,2024-11-18
TXN_000740,263.84,PVR Cinemas,2024-11-18
TXN_000741,264.82,DMart,2024-11-16
TXN_000743,138.66,Flipkart,2024-11-16
TXN_000744,253.23,BookMyShow,2024-11-18
TXN_000745,29.17,Blue Tokai Coffee,2024-11-17
TXN_000746,429.81,DMart,2024-11-16
TXN_000747,45.58,Café Coffee Day,2024-11-17
TXN_000748,296.53,Café Coffee Day,2024-11-16
TXN_000749,313.46,MakeMyTrip,2024-11-16
TXN_000750,44.62,MakeMyTrip,2024-11-17
TXN_000751,128.47,DMart,2024-11-16
TXN_000752,19.55,Netflix India,2024-11-18
TXN_000753,226.95,Uber,2024-11-17
TXN_000754,103.46,Café Coffee Day,2024-11-18
TXN_000755,210.8,PVR Cinemas,2024-11-17
UNKNOWN_825614,210.23,Uber,2024-11-18
TXN_000759,295.68,Amazon India,2024-11-17
TXN_000760,351.87,Indian Oil Petrol Pump,2024-11-16
TXN_000761,175.81,BookMyShow,2024-11-18
UNKNOWN_531205,259.34,PVR Cinemas,2024-11-18
TXN_000763,411.21,Indian Oil Petrol Pump,2024-11-17
TXN_000764,213.23,Café Coffee Day,2024-11-17
TXN_000765,380.0,Netflix India,2024-11-16
UNKNOWN_702391,191.66,Flipkart,2024-11-18
TXN_000767,324.65,Uber,2024-11-18
TXN_000768,57.65,PVR Cinemas,2024-11-16
TXN_000769,102.9,Flipkart,2024-11-17
TXN_000770,126.14,Indian Oil Petrol Pump,2024-11-18
TXN_000771,118.87,Uber,2024-11-17
TXN_000772,457.84,Uber,2024-11-16
TXN_000773,115.47,Blue Tokai Coffee,2024-11-18
TXN_000775,306.99,DMart,2024-11-17
TXN_000776,63.27,Blue Tokai Coffee,2024-11-17
TXN_000777,77.63,BookMyShow,2024-11-17
TXN_000778,57.25,BookMyShow,2024-11-17
TXN_000779,280.54,Netflix India,2024-11-16
TXN_000780,329.94,Netflix India,2024-11-17
TXN_000781,9.46,Flipkart,2024-11-16
TXN_000782,96.97,MakeMyTrip,2024-11-18
UNKNOWN_591441,38.79,Netflix India,2024-11-18
TXN_000784,352.87,Indian Oil Petrol Pump,2024-11-16
TXN_000785,377.24,Indian Oil Petrol Pump,2024-11-16
TXN_000786,118.47,MakeMyTrip,2024-11-18
TXN_000788,180.09,Blue Tokai Coffee,2024-11-17
TXN_000789,394.13,Amazon India,2024-11-16
TXN_000790,140.12,Indian Oil Petrol Pump,2024-11-17
TXN_000791,31.28,Indian Oil Petrol Pump,2024-11-16
TXN_000792,420.62,Uber,2024-11-18
TXN_000793,198.94,Café Coffee Day,2024-11-17
TXN_000794,154.79,Amazon India,2024-11-18
TXN_000795,487.46,Indian Oil Petrol Pump,2024-11-18
TXN_000796,437.95,BookMyShow,2024-11-18
TXN_000797,325.17,DMart,2024-11-17
TXN_000798,376.4,Netflix India,2024-11-16
TXN_000799,402.73,Café Coffee Day,2024-11-16
TXN_000800,18.78,BookMyShow,2024-11-17
TXN_000802,195.11,Netflix India,2024-11-17
TXN_000803,384.7,MakeMyTrip,2024-11-17
TXN_000804,126.11,DMart,2024-11-17
TXN_000805,214.65,Blue Tokai Coffee,2024-11-17
TXN_000806,403.83,Amazon India,2024-11-18
TXN_000807,243.45,Netflix India,2024-11-17
TXN_000808,449.1,Café Coffee Day,2024-11-17
TXN_000809,198.49,Indian Oil Petrol Pump,2024-11-17
TXN_000810,53.63,Amazon India,2024-11-17
TXN_000811,403.61,Café Coffee Day,2024-11-17
TXN_000812,495.96,Flipkart,2024-11-18
TXN_000813,481.0,BookMyShow,2024-11-18
TXN_000814,477.22,Café Coffee Day,2024-11-17
TXN_000815,307.06,Uber,2024-11-17
TXN_000816,210.1,Uber,2024-11-17
TXN_000818,52.22,PVR Cinemas,2024-11-17
TXN_000819,202.92,Uber,2024-11-18
TXN_000820,173.17,Flipkart,2024-11-17
TXN_000822,124.23,Blue Tokai Coffee,2024-11-16
TXN_000823,485.06,Uber,2024-11-17
TXN_000824,97.65,Café Coffee Day,2024-11-18
TXN_000825,136.57,PVR Cinemas,2024-11-18
TXN_000826,163.66,PVR Cinemas,2024-11-17
TXN_000827,31.33,DMart,2024-11-17
TXN_000828,375.29,BookMyShow,2024-11-16
TXN_000829,136.89,PVR Cinemas,2024-11-17
TXN_000830,50.85,Indian Oil Petrol Pump,2024-11-17
TXN_000831,357.45,BookMyShow,2024-11-18
TXN_000832,186.41,Amazon India,2024-11-18
TXN_000833,233.53,Café Coffee Day,2024-11-18
TXN_000834,89.3,Blue Tokai Coffee,2024-11-17
TXN_000835,273.3,Netflix India,2024-11-17
TXN_000837,240.65,Amazon India,2024-11-18
TXN_000838,354.78,Indian Oil Petrol Pump,2024-11-18
TXN_000839,8.28,PVR Cinemas,2024-11-17
TXN_000840,324.59,Netflix India,2024-11-17
TXN_000841,320.75,Café Coffee Day,2024-11-17
TXN_000842,423.4,Indian Oil Petrol Pump,2024-11-17
TXN_000843,236.17,Amazon India,2024-11-17
TXN_000844,223.92,MakeMyTrip,2024-11-16
TXN_000845,78.05,Uber,2024-11-18
TXN_000846,247.46,Amazon India,2024-11-16
TXN_000847,363.51,Amazon India,2024-11-16
TXN_000848,471.01,Indian Oil Petrol Pump,2024-11-17
TXN_000849,257.62,Amazon India,2024-11-16
TXN_000850,215.05,Amazon India,2024-11-18
TXN_000851,74.49,Flipkart,2024-11-17
TXN_000852,282.32,Blue Tokai Coffee,2024-11-16
TXN_000853,215.12,MakeMyTrip,2024-11-18
TXN_000854,24.09,BookMyShow,2024-11-18
UNKNOWN_175435,151.69,Indian Oil Petrol Pump,2024-11-18
TXN_000856,336.89,Blue Tokai Coffee,2024-11-16
TXN_000857,285.48,Indian Oil Petrol Pump,2024-11-16
TXN_000858,85.43,Blue Tokai Coffee,2024-11-18
TXN_000859,133.17,Blue Tokai Coffee,2024-11-18
TXN_000860,459.21,Café Coffee Day,2024-11-17
TXN_000861,482.93,DMart,2024-11-18
TXN_000862,382.94,Uber,2024-11-18
TXN_000863,379.92,Flipkart,2024-11-17
TXN_000864,439.96,Netflix India,2024-11-17
TXN_000865,453.31,PVR Cinemas,2024-11-16
TXN_000866,257.72,Uber,2024-11-18
TXN_000868,218.28,MakeMyTrip,2024-11-18
TXN_000869,278.31,Netflix India,2024-11-17
TXN_000870,232.01,Café Coffee Day,2024-11-18
TXN_000871,477.49,Indian Oil Petrol Pump,2024-11-17
TXN_000872,398.26,Blue Tokai Coffee,2024-11-17
TXN_000873,370.32,Flipkart,2024-11-17
TXN_000874,182.26,DMart,2024-11-18
TXN_000876,399.42,Uber,2024-11-17
TXN_000877,305.02,DMart,2024-11-17
TXN_000879,474.89,MakeMyTrip,2024-11-17
TXN_000880,121.3,Café Coffee Day,2024-11-18
TXN_000881,27.67,Indian Oil Petrol Pump,2024-11-17
TXN_000882,463.44,Amazon India,2024-11-16
TXN_000883,72.14,PVR Cinemas,2024-11-18
TXN_000884,235.96,MakeMyTrip,2024-11-16
TXN_000885,63.02,Café Coffee Day,2024-11-17
TXN_000886,41.12,PVR Cinemas,2024-11-16
TXN_000887,295.44,Uber,2024-11-16
TXN_000888,305.92,BookMyShow,2024-11-16
TXN_000889,452.07,Amazon India,2024-11-17
UNKNOWN_646057,351.27,MakeMyTrip,2024-11-18
TXN_000891,110.03,Uber,2024-11-18
TXN_000892,483.93,Café Coffee Day,2024-11-16
TXN_000894,120.5,Netflix India,2024-11-17
TXN_000895,127.33,Flipkart,2024-11-18
TXN_000896,299.46,PVR Cinemas,2024-11-18
TXN_000897,478.63,Flipkart,2024-11-17
TXN_000899,251.06,Netflix India,2024-11-17
TXN_000900,40.97,BookMyShow,2024-11-16
UNKNOWN_838700,188.5,Indian Oil Petrol Pump,2024-11-18
TXN_000902,397.25,DMart,2024-11-17
TXN_000903,388.33,Uber,2024-11-17
TXN_000904,466.23,Flipkart,2024-11-17
TXN_000905,285.48,Blue Tokai Coffee,2024-11-17
TXN_000906,95.12,MakeMyTrip,2024-11-16
TXN_000907,51.24,BookMyShow,2024-11-18
TXN_000908,162.27,PVR Cinemas,2024-11-16
TXN_000909,391.25,BookMyShow,2024-11-16
TXN_000910,23.05,Uber,2024-11-18
TXN_000911,222.87,Indian Oil Petrol Pump,2024-11-17
TXN_000912,394.84,Uber,2024-11-16
TXN_000913,57.66,Amazon India,2024-11-17
TXN_000914,137.52,Flipkart,2024-11-17
TXN_000915,95.72,PVR Cinemas,2024-11-17
TXN_000916,186.2,Amazon India,2024-11-17
TXN_000917,411.06,Flipkart,2024-11-18
TXN_000918,239.62,Amazon India,2024-11-16
TXN_000919,224.14,Uber,2024-11-16
TXN_000920,123.91,Blue Tokai Coffee,2024-11-16
TXN_000921,462.84,Blue Tokai Coffee,2024-11-16
UNKNOWN_311593,218.54,Amazon India,2024-11-18
TXN_000923,491.09,DMart,2024-11-17
TXN_000924,361.87,DMart,2024-11-18
TXN_000925,485.39,Netflix India,2024-11-18
TXN_000926,112.5,Amazon India,2024-11-17
TXN_000927,223.48,DMart,2024-11-16
TXN_000928,178.55,Blue Tokai Coffee,2024-11-17
TXN_000929,236.22,DMart,2024-11-16
TXN_000930,491.72,BookMyShow,2024-11-16
TXN_000931,488.79,DMart,2024-11-16
TXN_000933,45.03,Indian Oil Petrol Pump,2024-11-16
TXN_000934,159.64,Indian Oil Petrol Pump,2024-11-16
TXN_000935,314.73,Café Coffee Day,2024-11-18
TXN_000936,170.21,Blue Tokai Coffee,2024-11-17
TXN_000937,32.29,BookMyShow,2024-11-17
TXN_000938,464.05,Indian Oil Petrol Pump,2024-11-17
TXN_000939,477.24,PVR Cinemas,2024-11-16
TXN_000940,139.52,Flipkart,2024-11-16
TXN_000941,276.45,DMart,2024-11-17
TXN_000942,314.64,Netflix India,2024-11-17
TXN_000943,410.97,MakeMyTrip,2024-11-17
TXN_000944,167.38,Amazon India,2024-11-17
TXN_000945,415.87,MakeMyTrip,2024-11-17
TXN_000946,439.8,Indian Oil Petrol Pump,2024-11-18
TXN_000947,155.11,DMart,2024-11-17
UNKNOWN_870226,383.63,Blue Tokai Coffee,2024-11-18
TXN_000949,265.24,Netflix India,2024-11-17
TXN_000950,243.56,PVR Cinemas,2024-11-17
TXN_000951,66.17,MakeMyTrip,2024-11-17
TXN_000952,134.61,DMart,2024-11-16
UNKNOWN_648075,442.93,Indian Oil Petrol Pump,2024-11-18
TXN_000954,473.13,Flipkart,2024-11-18
UNKNOWN_664441,445.64,PVR Cinemas,2024-11-18
TXN_000956,386.67,PVR Cinemas,2024-11-17
TXN_000958,97.25,BookMyShow,2024-11-17
TXN_000959,294.2,Flipkart,2024-11-16
TXN_000960,162.43,Uber,2024-11-16
TXN_000961,187.26,Flipkart,2024-11-17
TXN_000962,26.09,Indian Oil Petrol Pump,2024-11-18
TXN_000963,251.9,DMart,2024-11-17
TXN_000964,144.95,PVR Cinemas,2024-11-16
TXN_000965,264.92,BookMyShow,2024-11-18
TXN_000966,18.74,Amazon India,2024-11-16
TXN_000967,207.82,Blue Tokai Coffee,2024-11-17
TXN_000968,250.47,Uber,2024-11-17
TXN_000969,115.16,Amazon India,2024-11-18
TXN_000970,444.2,Netflix India,2024-11-17
TXN_000971,45.67,MakeMyTrip,2024-11-17
UNKNOWN_343781,168.2,Indian Oil Petrol Pump,2024-11-18
TXN_000973,131.2,PVR Cinemas,2024-11-18
TXN_000974,58.73,Café Coffee Day,2024-11-16
TXN_000975,121.63,PVR Cinemas,2024-11-16
TXN_000976,386.61,Amazon India,2024-11-18
TXN_000977,227.73,Netflix India,2024-11-17
TXN_000978,107.37,MakeMyTrip,2024-11-17
TXN_000979,385.62,Café Coffee Day,2024-11-17
TXN_000980,421.49,MakeMyTrip,2024-11-18
TXN_000981,103.74,Indian Oil Petrol Pump,2024-11-16
TXN_000982,8.8,Uber,2024-11-18
TXN_000983,395.15,Netflix India,2024-11-18
TXN_000984,179.3,PVR Cinemas,2024-11-18
TXN_000985,11.15,Netflix India,2024-11-16
TXN_000986,234.58,DMart,2024-11-17
UNKNOWN_983572,482.97,Flipkart,2024-11-18
TXN_000988,11.1,Café Coffee Day,2024-11-16
TXN_000989,391.68,Uber,2024-11-18
TXN_000990,452.15,Netflix India,2024-11-18
TXN_000991,467.86,BookMyShow,2024-11-17
TXN_000992,270.81,Uber,2024-11-18
TXN_000993,352.81,DMart,2024-11-16
TXN_000994,270.14,Café Coffee Day,2024-11-16
TXN_000995,160.13,MakeMyTrip,2024-11-16
TXN_000996,480.23,Flipkart,2024-11-18
TXN_000997,27.65,PVR Cinemas,2024-11-18
TXN_000998,442.45,Blue Tokai Coffee,2024-11-17
TXN_000999,401.35,PVR Cinemas,2024-11-18
